citations_fetched,id,published,publisher,source,categories,pdf_url,doi,title,abstract,all_categories,authors,citations
,,,,Crossref,,,10.1103/physrevresearch.2.043158,,,,,[]
,,,,Crossref,,,10.1038/nature08967,,,,,[]
,,,,Crossref,,,10.22331/q-2021-01-28-391,,,,,[]
,,,,Crossref,,,10.1103/physrevresearch.3.033090,,,,,[]
,,,,Crossref,,,10.22331/q-2020-02-06-226,,,,,[]
,,,,Crossref,,,10.1038/ncomms5213,,,,,[]
,,,,Crossref,,,10.22331/q-2018-08-06-79,,,,,[]
,,,,Crossref,,,10.1103/physrevlett.113.130503,,,,,[]
,,,,Crossref,,,10.1007/jhep04(2017)121,,,,,[]
,,,,Crossref,,,10.1080/00107514.2019.1667078,,,,,[]
,,,,Crossref,,,10.1103/physreva.94.022342,,,,,[]
,,,,Crossref,,,10.1088/1367-2630/ab784c,,,,,[]
,,,,Crossref,,,10.1103/physrevlett.128.180505,,,,,[]
,,,,Crossref,,,10.1103/physrevlett.128.070501,,,,,[]
,,,,Crossref,,,10.1103/physrevlett.128.070501aaaa,,,,,[]
,,,,Crossref,,,10.1103/physrevlett.119.180511,,,,,[]
,,,,Crossref,,,10.22331/q-2020-05-25-269,,,,,[]
,,,,Crossref,,,10.1103/prxquantum.2.010307,,,,,[]
,,,,Crossref,,,10.1103/physrevlett.122.060504,,,,,[]
,,,,Crossref,,,10.1007/bf01609348,,,,,[]
,,,,Crossref,,,10.22331/q-2020-08-31-314,,,,,[]
,,,,Crossref,,,10.1103/physrevlett.127.060503,,,,,[]
,,,,Crossref,,,10.1103/physrevresearch.2.043364,,,,,[]
,,,,Crossref,,,10.1002/qua.21198,,,,,[]
,,,,Crossref,,,10.1103/physrevlett.119.180509,,,,,[]
,,,,Crossref,,,10.1038/s41467-024-49287-w,,,,,[]
,,,,Crossref,,,10.1088/1751-8121/abfac7,,,,,[]
,,,,Crossref,,,10.1038/s41467-021-27045-6,,,,,[]
,,,,Crossref,,,10.22331/q-2021-08-30-531,,,,,[]
,,,,Crossref,,,10.1103/physrevresearch.2.033446,,,,,[]
,,,,Crossref,,,10.1103/physreva.92.042303,,,,,[]
,,,,Crossref,,,10.1103/physrevlett.112.190501,,,,,[]
,,,,Crossref,,,10.1088/1367-2630/17/2/022005,,,,,[]
,,,,Crossref,,,10.1103/physrevlett.120.050502,,,,,[]
,,,,Crossref,,,10.21203/rs.3.rs-3691498/v1,,,,,[]
,,,,Crossref,,,10.1109/tkde.2019.2937491,,,,,[]
,,,,Crossref,,,10.1038/srep03589,,,,,[]
,,,,Crossref,,,10.1088/2632-2153/abcb50,,,,,[]
,,,,Crossref,,,10.1287/opre.13.1.82,,,,,[]
,,,,Crossref,,,10.1145/1961189.1961199,,,,,[]
,,,,Crossref,,,10.7551/mitpress/7503.003.0032,,,,,[]
,,,,Crossref,,,10.1016/s0167-5060(08)70731-3,,,,,[]
,,,,Crossref,,,10.1007/978-3-642-15880-3_28,,,,,[]
,,,,Crossref,,,10.1002/net.3230130205,,,,,[]
,,,,Crossref,,,10.1007/3-540-46014-4_31,,,,,[]
,,,,Crossref,,,10.1287/opre.38.4.619,,,,,[]
,,,,Crossref,,,10.1109/tpami.2014.2299812,,,,,[]
,,,,Crossref,,,10.1007/978-1-4419-9154-6,,,,,[]
,,,,Crossref,,,10.1287/opre.28.6.1450,,,,,[]
,,,,Crossref,,,10.1098/rsta.1909.0016,,,,,[]
,,,,Crossref,,,10.1145/1150402.1150486,,,,,[]
,,,,Crossref,,,10.1287/opre.39.4.553,,,,,[]
,,,,Crossref,,,10.1162/089976698300017467,,,,,[]
,,,,Crossref,,,10.1016/0305-0548(87)90035-9,,,,,[]
,,,,Crossref,,,10.2307/1914133,,,,,[]
,,,,Crossref,,,10.1109/ijcnn.2005.1555965,,,,,[]
,,,,Crossref,,,10.1145/956750.956786,,,,,[]
,,,,Crossref,,,10.1007/s10618-005-0005-7,,,,,[]
,,,,Crossref,,,10.1145/233269.233324,,,,,[]
,,,,Crossref,,,10.1111/j.2517-6161.1972.tb00899.x,,,,,[]
,,,,Crossref,,,10.5281/zenodo.4457577,,,,,[]
,,,,Crossref,,,10.18637/jss.v040.i08,,,,,[]
,,,,Crossref,,,10.1002/(sici)1097-0258(19990915/30)18:17/18<2529::aid-sim274>3.0.co;2-5,,,,,[]
,,,,Crossref,,,10.1001/jama.1982.03320430047030,,,,,[]
,,,,Crossref,,,10.1111/j.0006-341x.2000.00337.x,,,,,[]
,,,,Crossref,,,10.1214/08-aoas169,,,,,[]
,,,,Crossref,,,10.21105/joss.01903,,,,,[]
,,,,Crossref,,,10.1002/sim.1203,,,,,[]
,,,,Crossref,,,10.1111/j.1541-0420.2010.01459.x,,,,,[]
,,,,Crossref,,,10.1002/sim.4154,,,,,[]
,,,,Crossref,,,10.1016/j.artmed.2011.06.006,,,,,[]
,,,,Crossref,,,10.1002/1097-0258(20001230)19:24<3401::aid-sim554>3.0.co;2-2,,,,,[]
,,,,Crossref,,,10.1109/access.2018.2870052,,,,,[]
,,,,Crossref,,,10.1016/j.ijhm.2019.01.003,,,,,[]
,,,,Crossref,,,10.24963/ijcai.2019/932,,,,,[]
,,,,Crossref,,,10.1016/j.matcom.2008.01.028,,,,,[]
,,,,Crossref,,,10.1109/cvpr.2005.177,,,,,[]
,,,,Crossref,,,10.1016/0167-8655(94)90052-3,,,,,[]
,,,,Crossref,,,10.1109/cvpr.2018.00175,,,,,[]
,,,,Crossref,,,10.1007/s12525-019-00384-5,,,,,[]
,,,,Crossref,,,10.1145/2523813,,,,,[]
,,,,Crossref,,,10.1016/j.cirpj.2015.05.004,,,,,[]
,,,,Crossref,,,10.1002/rob.21918,,,,,[]
,,,,Crossref,,,10.1002/9780470939376.ch25,,,,,[]
,,,,Crossref,,,10.1016/j.dss.2021.113494,,,,,[]
,,,,Crossref,,,10.1109/arso.2017.8025197,,,,,[]
,,,,Crossref,,,10.1016/j.procs.2018.10.340,,,,,[]
,,,,Crossref,,,10.1126/science.aaa8415,,,,,[]
,,,,Crossref,,,10.1007/s10462-007-9052-3,,,,,[]
,,,,Crossref,,,10.1007/s12525-019-00351-0,,,,,[]
,,,,Crossref,,,10.1038/nature14539,,,,,[]
,,,,Crossref,,,10.3390/proceedings47010009,,,,,[]
,,,,Crossref,,,10.1007/978-981-15-5573-2,,,,,[]
,,,,Crossref,,,10.1023/b:visi.0000029664.99615.94,,,,,[]
,,,,Crossref,,,10.1038/s41746-017-0013-1,,,,,[]
,,,,Crossref,,,10.1016/j.artint.2018.07.007,,,,,[]
,,,,Crossref,,,10.1109/access.2019.2905015,,,,,[]
,,,,Crossref,,,10.1109/icmla.2016.0172,,,,,[]
,,,,Crossref,,,10.25300/misq/2020/14458,,,,,[]
,,,,Crossref,,,10.1007/s10994-013-5340-0,,,,,[]
,,,,Crossref,,,10.1145/3234150,,,,,[]
,,,,Crossref,,,10.1016/j.procs.2018.10.326,,,,,[]
,,,,Crossref,,,10.1038/s42256-019-0048-x,,,,,[]
,,,,Crossref,,,10.1016/0306-4573(88)90021-0,,,,,[]
,,,,Crossref,,,10.1016/j.neunet.2014.09.003,,,,,[]
,,,,Crossref,,,10.1017/s0140525x00005756,,,,,[]
,,,,Crossref,,,10.1007/s12525-019-00393-4,,,,,[]
,,,,Crossref,,,10.2307/23042796,,,,,[]
,,,,Crossref,,,10.1016/j.jbusres.2020.09.068,,,,,[]
,,,,Crossref,,,10.1126/science.aar6404,,,,,[]
,,,,Crossref,,,10.1109/cvpr.2001.990517,,,,,[]
,,,,Crossref,,,10.1109/tsc.2020.3000900,,,,,[]
,,,,Crossref,,,10.22215/timreview/1282,,,,,[]
,,,,Crossref,,,10.1007/bf00116900,,,,,[]
,,,,Crossref,,,10.18653/v1/d18-1310,,,,,[]
,,,,Crossref,,,10.1109/mci.2018.2840738,,,,,[]
,,,,Crossref,,,10.1038/s41524-018-0081-z,,,,,[]
,,,,Crossref,,,10.1007/bf00994018,,,,,[]
,,,,Crossref,,,10.1016/0040-5809(70)90039-0,,,,,[]
,,,,Crossref,,,10.1016/0040-5809(90)90025-q,,,,,[]
,,,,Crossref,,,10.1103/physreve.99.052111,,,,,[]
,,,,Crossref,,,10.1086/282505,,,,,[]
,,,,Crossref,,,10.2307/1934144,,,,,[]
,,,,Crossref,,,10.1023/b:mach.0000008084.60811.49,,,,,[]
,,,,Crossref,,,10.1609/aaai.v33i01.33013991,,,,,[]
,,,,Crossref,,,10.1017/cbo9780511804441,,,,,[]
,,,,Crossref,,,10.1111/j.1600-0706.2012.20830.x,,,,,[]
,,,,Crossref,,,10.1016/s0169-5347(02)02495-3,,,,,[]
,,,,Crossref,,,10.1073/pnas.87.24.9610,,,,,[]
,,,,Crossref,,,10.1109/nnsp.2003.1318049,,,,,[]
,,,,Crossref,,,10.1109/icpr.2018.8545819,,,,,[]
,,,,Crossref,,,10.1038/s41467-018-04593-y,,,,,[]
,,,,Crossref,,,10.1109/5.726791,,,,,[]
,,,,Crossref,,,10.1016/j.jmb.2015.10.019,,,,,[]
,,,,Crossref,,,10.1098/rspa.2016.0822,,,,,[]
,,,,Crossref,,,10.1080/00107514.2014.964942,,,,,[]
,,,,Crossref,,,10.1038/s41586-019-1666-5,,,,,[]
,,,,Crossref,,,10.1088/1367-2630/aae94a,,,,,[]
,,,,Crossref,,,10.1038/s41467-018-06847-1,,,,,[]
,,,,Crossref,,,10.1038/s41567-019-0648-8,,,,,[]
,,,,Crossref,,,10.1145/3313276.3316310,,,,,[]
,,,,Crossref,,,10.1103/prxquantum.2.040321,,,,,[]
,,,,Crossref,,,10.1103/revmodphys.89.035002,,,,,[]
,,,,Crossref,,,10.1038/nphoton.2011.35,,,,,[]
,,,,Crossref,,,10.1103/physreva.80.022339,,,,,[]
,,,,Crossref,,,10.1103/physrevlett.122.040504,,,,,[]
,,,,Crossref,,,10.1103/physreva.103.032430,,,,,[]
,,,,Crossref,,,10.1103/physreva.52.r2493,,,,,[]
,,,,Crossref,,,10.1007/978-3-030-83098-4_6,,,,,[]
,,,,Crossref,,,10.1038/s41586-021-03242-7,,,,,[]
,,,,Crossref,,,10.22331/q-2022-05-24-720,,,,,[]
,,,,Crossref,,,10.1038/s41467-022-32550-3,,,,,[]
,,,,Crossref,,,10.2172/2377336,,,,,[]
,,,,Crossref,,,10.22331/q-2021-11-17-582,,,,,[]
,,,,Crossref,,,10.1038/s42254-021-00348-9,,,,,[]
,,,,Crossref,,,10.1038/s41534-017-0032-4,,,,,[]
,,,,Crossref,,,10.1038/s41467-020-14454-2,,,,,[]
,,,,Crossref,,,10.1007/s11128-014-0809-8,,,,,[]
,,,,Crossref,,,10.1103/physreva.98.012324,,,,,[]
,,,,Crossref,,,10.1103/physrevresearch.1.033063,,,,,[]
,,,,Crossref,,,10.22331/q-2020-05-11-263,,,,,[]
,,,,Crossref,,,10.1038/s43588-021-00084-1,,,,,[]
,,,,Crossref,,,10.1038/323533a0,,,,,[]
,,,,Crossref,,,10.1109/focs52979.2021.00063,,,,,[]
,,,,Crossref,,,10.1038/s41597-022-01639-1,,,,,[]
,,,,Crossref,,,10.1088/2058-9565/abf51a,,,,,[]
,,,,Crossref,,,10.1088/2058-9565/abd891,,,,,[]
,,,,Crossref,,,10.1103/physrevlett.126.190501,,,,,[]
,,,,Crossref,,,10.1103/prxquantum.2.040316,,,,,[]
,,,,Crossref,,,10.1103/prxquantum.3.030341,,,,,[]
,,,,Crossref,,,10.1038/s41534-023-00710-y,,,,,[]
,,,,Crossref,,,10.22331/q-2022-09-29-824,,,,,[]
,,,,Crossref,,,10.1038/s41534-021-00425-y,,,,,[]
,,,,Crossref,,,10.1103/physrevresearch.4.013083,,,,,[]
,,,,Crossref,,,10.1038/nphys4074,,,,,[]
,,,,Crossref,,,10.1038/s41534-018-0082-2,,,,,[]
